Address,Website,District Number,District Name,School Number,School Name,Total Points 2013,Scale,Did this School Benefit from the One-Letter-Grade-Drop Protection?,Marker_Type,Preliminary Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Charter,School Type,Free or Reduced-Price Lunch Rate,Minority Rate,Region,Title I,Alt/ESE Code
"OSCEOLA COUNTY SCHOOL OF ARTS 3471 SW 22ND ST, FORT LAUDERDALE, FL, 33312-4315",                                                                                                    ,49,OSCEOLA,921,OSCEOLA COUNTY SCHOOL OF ARTS,Pending,Pending,Pending,small_yellow,B,B,A,A,A,A,A,A,B,A,A,B,C,B,C,NO,2,44,17,2,YES,N
"PINE VIEW MIDDLE SCHOOL 3471 SW 22ND ST, FORT LAUDERDALE, FL, 33312-4315",                                                                                                    ,51,PASCO,921,PINE VIEW MIDDLE SCHOOL,619,900,NA,small_green,A,A,,,,,,,,,,,,,,YES,2,46,94,5,NO,N
"CYPRESS RIDGE ELEMENTARY SCHOOL 350 EAST AVE, CLERMONT, FL, 34711-2520",http://lake.k12.fl.us/cre                                                                           ,35,LAKE,597,CYPRESS RIDGE ELEMENTARY SCHOOL,605,800,NA,measle_turquoise,C,C,B,A,A,A,A,A,B,B,B,B,C,C,C,NO,2,62,30,1,NO,N
"TORTUGA PRESERVE ELEMENTARY SCHOOL 350 EAST AVE, CLERMONT, FL, 34711-2520",http://lake.k12.fl.us/cre                                                                           ,36,LEE,597,TORTUGA PRESERVE ELEMENTARY SCHOOL,396,800,NA,small_yellow,B,B,A,A,A,A,A,A,A,A,B,B,A,C,D,NO,1,80,79,5,YES,N
"ADVANTAGE ACADEMY OF HILLSBOROUGH 350 W PROSSER DR, PLANT CITY, FL, 33563-6975",                                                                                                    ,29,HILLSBOROUGH,6644,ADVANTAGE ACADEMY OF HILLSBOROUGH,395,800,YES,measle_turquoise,C,B,A,B,A,B,B,A,C,C,B,C,C,A,C,NO,1,67,37,4,NO,N
"ADVANTAGE ACADEMY MIDDLE SCHOOL 350 W PROSSER DR, PLANT CITY, FL, 33563-6975",www.advantageacademyhillsborough.com                                                                ,29,HILLSBOROUGH,6645,ADVANTAGE ACADEMY MIDDLE SCHOOL,560,900,YES,measle_turquoise,C,B,A,A,A,A,A,A,B,A,A,C,C,A,D,NO,1,72,40,4,YES,N
"MARJORIE KINNAN RAWLINGS ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,1,ALACHUA,341,MARJORIE KINNAN RAWLINGS ELEMENTARY SCHOOL,395,800,YES,measle_gray,Pending,B,A,B,B,A,B,B,A,B,A,A,C,C,C,NO,3,53,50,3,NO,N
"RUTHERFORD HIGH SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,3,BAY,341,RUTHERFORD HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,A,B,A,B,B,A,B,B,C,B,B,A,C,C,NO,3,45,7,4,NO,N
"BETHUNE MARY M ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,6,BROWARD,341,BETHUNE MARY M ELEMENTARY SCHOOL,435,800,YES,measle_gray,Pending,B,A,D,D,C,D,,,,,,,,,NO,3,70,79,4,YES,N
"CLAY HIGH SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,10,CLAY,341,CLAY HIGH SCHOOL,Pending,Pending,Pending,measle_white,I,C,C,D,D,D,D,D,D,D,C,C,C,D,C,NO,3,62,38,4,NO,N
"VILLAGE OAKS ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,11,COLLIER,341,VILLAGE OAKS ELEMENTARY SCHOOL,404,800,NA,small_red,F,D,C,B,D,C,D,D,C,C,C,D,C,D,D,NO,1,95,92,2,YES,N
"ARCHCREEK ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,13,DADE,341,ARCHCREEK ELEMENTARY SCHOOL,435,800,YES,small_purple,D,C,B,C,C,C,C,A,C,C,A,A,A,C,C,NO,2,77,52,1,YES,N
"CHOCACHATTI ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,27,HERNANDO,341,CHOCACHATTI ELEMENTARY SCHOOL,553,800,NA,measle_turquoise,C,B,A,B,C,B,B,B,C,D,C,D,C,D,D,NO,1,98,96,4,YES,N
"TREASURE COAST ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,31,INDIAN RIVER,341,TREASURE COAST ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,B,C,C,B,C,C,C,B,B,C,C,D,F,D,NO,1,97,72,2,YES,N
"PINE ISLAND ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,36,LEE,341,PINE ISLAND ELEMENTARY SCHOOL,640,800,NA,small_yellow,B,B,A,A,A,A,A,A,A,A,A,A,B,B,C,NO,1,54,22,3,NO,N
"OAKCREST ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,42,MARION,341,OAKCREST ELEMENTARY SCHOOL,460,800,NA,small_yellow,B,A,D,A,A,C,A,D,C,A,B,B,C,C,C,NO,1,80,63,2,YES,N
"FELIX A WILLIAMS ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,43,MARTIN,341,FELIX A WILLIAMS ELEMENTARY SCHOOL,505,800,NA,small_yellow,B,B,A,A,A,,,,,,,,,,,NO,2,65,69,4,YES,N
"SIGSBEE CHARTER SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,44,MONROE,341,SIGSBEE CHARTER SCHOOL,545,800,NA,small_yellow,B,D,,,,,,,,,,,,,,NO,2,70,76,4,YES,N
"HORIZON MIDDLE SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,49,OSCEOLA,341,HORIZON MIDDLE SCHOOL,567,900,NA,small_yellow,B,A,A,B,A,A,A,C,B,B,A,A,B,A,C,NO,1,67,66,4,NO,N
"ROOSEVELT ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,50,PALM BEACH,341,ROOSEVELT ELEMENTARY SCHOOL,473,800,NA,small_yellow,B,A,A,A,A,A,A,A,B,A,A,A,C,B,B,NO,2,62,48,2,YES,N
"SCHRADER ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,341,SCHRADER ELEMENTARY SCHOOL,469,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,4,73,96,5,YES,N
"SANDHILL ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,53,POLK,341,SANDHILL ELEMENTARY SCHOOL,501,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,52,58,4,NO,N
"OCHWILLA ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,54,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,395,800,YES,small_green,A,,,,,,,,,,,,,,,NO,2,28,22,1,NO,N
"MILL CREEK ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,55,ST. JOHNS,341,MILL CREEK ELEMENTARY SCHOOL,495,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,N,,,,,NO,1,24,37,3,NO,N
"MARIPOSA ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,56,ST. LUCIE,341,MARIPOSA ELEMENTARY SCHOOL,465,800,NA,small_green,A,A,A,A,A,,,,,,,,,,,NO,4,36,15,3,NO,N
"FLORIDA STATE UNIVERSITY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,73,FSU LAB SCH,341,FLORIDA STATE UNIVERSITY SCHOOL,Pending,Pending,Pending,measle_brown,No grade,,,,,,,,,,,,,,,YES,1,88,88,5,YES,N
"YOUTH CO-OP CHARTER SCHOOL 3500 SUNSET AVE, SCOTTSMOOR, FL, 32775-0000",                                                                                                    ,13,DADE,1020,YOUTH CO-OP CHARTER SCHOOL,621,900,NA,small_purple,D,D,C,C,B,C,C,B,C,B,N,,,,,NO,1,95,97,5,YES,N
"SCHMIDT ELEMENTARY SCHOOL 3501 DAVIE RD, DAVIE, FL, 33314-1604",                                                                                                    ,29,HILLSBOROUGH,3851,SCHMIDT ELEMENTARY SCHOOL,466,800,NA,measle_turquoise,C,C,C,B,A,A,A,C,B,B,A,B,A,C,C,NO,1,79,92,5,YES,N
"SAN JOSE ELEMENTARY SCHOOL 3501 DAVIE RD, DAVIE, FL, 33314-1604",                                                                                                    ,52,PINELLAS,3851,SAN JOSE ELEMENTARY SCHOOL,441,800,NA,small_green,A,A,A,C,B,A,C,A,A,A,A,C,D,C,C,NO,1,88,78,2,YES,N
"PINECREST ACADEMY (SOUTH CAMPUS) 3501 NE 12 ST, GAINESVILLE, FL, 32609-2424",http://www.sbac.edu/                                                                                ,13,DADE,342,PINECREST ACADEMY (SOUTH CAMPUS),582,800,NA,small_purple,D,D,C,C,C,C,C,C,C,B,A,B,C,C,D,NO,1,90,54,1,YES,N
"OCOEE MIDDLE 3501 NE 12 ST, GAINESVILLE, FL, 32609-2424",http://www.sbac.edu/                                                                                ,48,ORANGE,342,OCOEE MIDDLE,608,900,NA,small_yellow,B,A,A,B,A,A,A,B,A,A,B,A,C,A,B,NO,1,50,35,3,YES,N
"BAYONET POINT MIDDLE SCHOOL 3501 NE 12 ST, GAINESVILLE, FL, 32609-2424",http://www.sbac.edu/                                                                                ,51,PASCO,342,BAYONET POINT MIDDLE SCHOOL,510,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,NO,1,88,98,5,YES,N
"WEST NAVARRE INTERMEDIATE SCHOOL 3501 NE 12 ST, GAINESVILLE, FL, 32609-2424",http://www.sbac.edu/                                                                                ,57,SANTA ROSA,342,WEST NAVARRE INTERMEDIATE SCHOOL,555,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,NO,1,39,50,5,NO,N
"RIVIERA ELEMENTARY SCHOOL 351 RIVIERA DR NE, PALM BAY, FL, 32905-6327",http://www.riviera.brevard.k12.fl.us                                                                ,5,BREVARD,2171,RIVIERA ELEMENTARY SCHOOL,457,800,NA,measle_gray,Pending,A,A,A,A,A,B,A,B,C,C,C,N,,,NO,3,76,97,5,YES,N
"DON BREWER ELEMENTARY SCHOOL 351 RIVIERA DR NE, PALM BAY, FL, 32905-6327",http://www.riviera.brevard.k12.fl.us                                                                ,16,DUVAL,2171,DON BREWER ELEMENTARY SCHOOL,512,800,NA,measle_turquoise,C,C,F,F,B,D,D,D,B,C,C,D,D,D,D,NO,1,95,100,5,YES,N
"OASIS CHARTER HIGH SCHOOL 3519 OASIS BLVD, CAPE CORAL, FL, 33914-4914",www.oasishighschool.net                                                                             ,36,LEE,4181,OASIS CHARTER HIGH SCHOOL,Pending,Pending,Pending,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,2,51,62,5,YES,N
"NOVA BLANCHE FORMAN ELEMENTARY 3521 DAVIE RD, DAVIE, FL, 33314-1604",                                                                                                    ,6,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,532,800,NA,measle_gray,Pending,B,B,B,D,B,,,,,,,,,,NO,3,75,47,4,NO,N
"APOPKA ELEMENTARY 3521 DAVIE RD, DAVIE, FL, 33314-1604",                                                                                                    ,48,ORANGE,1282,APOPKA ELEMENTARY,459,800,NA,small_yellow,B,B,A,A,A,B,B,A,B,A,A,A,C,C,C,NO,2,75,78,3,NO,N
"TATUM RIDGE ELEMENTARY SCHOOL 3521 DAVIE RD, DAVIE, FL, 33314-1604",                                                                                                    ,58,SARASOTA,1282,TATUM RIDGE ELEMENTARY SCHOOL,583,800,NA,small_green,A,A,A,B,A,A,A,A,A,A,A,A,A,A,C,NO,1,32,44,4,NO,N
"MATANZAS HIGH SCHOOL 3535 OLD KINGS RD N, PALM COAST, FL, 32137-9250",www.flaglerschools.com                                                                              ,18,FLAGLER,90,MATANZAS HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,,,,,,,,,,,,,,,NO,1,64,35,2,YES,N
"UCP EAST CHARTER 3535 OLD KINGS RD N, PALM COAST, FL, 32137-9250",www.flaglerschools.com                                                                              ,48,ORANGE,90,UCP EAST CHARTER,564,NA,NA,small_yellow,B,A,B,B,A,A,A,A,A,A,A,A,B,A,A,NO,1,49,47,4,NO,N
"WIREGRASS RANCH HIGH SCHOOL 3535 OLD KINGS RD N, PALM COAST, FL, 32137-9250",www.flaglerschools.com                                                                              ,51,PASCO,90,WIREGRASS RANCH HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,NO,1,74,98,5,YES,N
"ISLAND VILLAGE MONTESSORI SCHOOL 3535 OLD KINGS RD N, PALM COAST, FL, 32137-9250",www.flaglerschools.com                                                                              ,58,SARASOTA,90,ISLAND VILLAGE MONTESSORI SCHOOL,636,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,NO,2,21,44,5,NO,N
"CHARTER SCHOOL OF EXCELLENCE AT RIVERLAND 3550 DAVIE BLVD, FT LAUDERDALE, FL, 33312-3438",                                                                                                    ,6,BROWARD,5281,CHARTER SCHOOL OF EXCELLENCE AT RIVERLAND,395,800,YES,measle_gray,Pending,A,B,B,A,B,B,D,D,C,B,C,C,C,C,NO,3,40,24,2,NO,N
"CHARTER SCHOOLS OF EXCELLENCE RIVERLAND 3550 DAVIE BLVD, FT LAUDERDALE, FL, 33312-3438",                                                                                                    ,6,BROWARD,5397,CHARTER SCHOOLS OF EXCELLENCE RIVERLAND,374,NA,NA,measle_gray,Pending,A,B,A,A,B,A,A,A,A,A,A,A,C,C,NO,4,34,4,1,NO,N
"SOUTH MIAMI HEIGHTS ELEMENTARY 3550 DAVIE BLVD, FT LAUDERDALE, FL, 33312-3438",                                                                                                    ,13,DADE,5281,SOUTH MIAMI HEIGHTS ELEMENTARY,538,800,NA,small_purple,D,C,D,C,C,C,B,C,C,,C,N,,,,YES,1,62,41,4,NO,N
"CORONADO BEACH ELEMENTARY SCHOOL 3550 MICHIGAN AVE, NEW SMYRNA BEACH, FL, 32169-3815",                                                                                                    ,64,VOLUSIA,1237,CORONADO BEACH ELEMENTARY SCHOOL,527,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,NO,1,25,19,4,NO,N
"GRASSY WATERS ELEMENTARY SCHOOL 3550 N JOG RD, WEST PALM BEACH, FL, 33411-6498",www.edline.net/pages/Grassy_Waters_ElementarySchool                                                 ,50,PALM BEACH,3351,GRASSY WATERS ELEMENTARY SCHOOL,575,800,NA,small_green,A,A,A,A,A,B,,,,,,,,,,YES,4,47,36,5,NO,N
"LAKE FOREST ELEMENTARY SCHOOL 3550 SW 48TH AVE, PEMBROKE PARK, FL, 33023-5410",                                                                                                    ,6,BROWARD,831,LAKE FOREST ELEMENTARY SCHOOL,395,800,YES,measle_gray,Pending,C,D,B,,,,,,,,,,,,YES,3,23,41,4,NO,N
"CLAUDE PEPPER ELEMENTARY SCHOOL 3550 SW 48TH AVE, PEMBROKE PARK, FL, 33023-5410",                                                                                                    ,13,DADE,831,CLAUDE PEPPER ELEMENTARY SCHOOL,510,800,NA,small_purple,D,C,B,C,B,B,C,C,C,B,C,D,C,D,D,NO,1,96,99,5,YES,N
"SAN JOSE ELEMENTARY SCHOOL 3550 SW 48TH AVE, PEMBROKE PARK, FL, 33023-5410",                                                                                                    ,16,DUVAL,831,SAN JOSE ELEMENTARY SCHOOL,435,800,YES,measle_turquoise,C,B,A,A,A,A,A,A,A,A,A,A,C,C,B,NO,1,78,37,4,YES,N
"DUNBAR HIGH SCHOOL 3550 SW 48TH AVE, PEMBROKE PARK, FL, 33023-5410",                                                                                                    ,36,LEE,831,DUNBAR HIGH SCHOOL,Pending,Pending,Pending,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,58,66,5,YES,N
"G.D. ROGERS GARDEN ELEMENTARY 3550 SW 48TH AVE, PEMBROKE PARK, FL, 33023-5410",                                                                                                    ,41,MANATEE,831,G.D. ROGERS GARDEN ELEMENTARY,426,800,NA,small_yellow,B,A,B,A,A,A,A,A,A,A,C,B,C,D,D,NO,1,95,99,5,YES,N
"CHICKASAW ELEMENTARY 3550 SW 48TH AVE, PEMBROKE PARK, FL, 33023-5410",                                                                                                    ,48,ORANGE,831,CHICKASAW ELEMENTARY,495,800,YES,small_yellow,B,A,A,A,A,A,A,A,A,A,B,A,A,C,C,NO,1,70,67,3,NO,N
"DEERWOOD ELEMENTARY SCHOOL 3550 SW 48TH AVE, PEMBROKE PARK, FL, 33023-5410",                                                                                                    ,49,OSCEOLA,831,DEERWOOD ELEMENTARY SCHOOL,522,800,NA,small_yellow,B,C,C,A,C,B,A,B,C,A,C,C,C,C,D,YES,1,93,66,4,YES,N
"FOREST PARK ELEMENTARY SCHOOL 3550 SW 48TH AVE, PEMBROKE PARK, FL, 33023-5410",                                                                                                    ,50,PALM BEACH,831,FOREST PARK ELEMENTARY SCHOOL,395,800,YES,small_yellow,B,A,A,B,A,A,A,A,A,,,,,,,NO,1,74,54,2,YES,N
"CRYSTAL LAKE COMMUNITY MIDDLE 3551 NE 3RD AVE, POMPANO BEACH, FL, 33064-3658",                                                                                                    ,6,BROWARD,1871,CRYSTAL LAKE COMMUNITY MIDDLE,502,900,NA,measle_gray,Pending,A,B,B,A,A,B,A,B,B,B,B,B,C,C,NO,3,24,21,4,NO,N
"HILL MIDDLE SCHOOL 3551 NE 3RD AVE, POMPANO BEACH, FL, 33064-3658",                                                                                                    ,29,HILLSBOROUGH,1871,HILL MIDDLE SCHOOL,574,900,NA,measle_turquoise,C,B,B,A,B,C,A,B,B,B,B,C,D,D,D,NO,1,100,92,3,YES,N
"LIBERTY PARK ELEMENTARY SCHOOL 3551 NE 3RD AVE, POMPANO BEACH, FL, 33064-3658",                                                                                                    ,50,PALM BEACH,1871,LIBERTY PARK ELEMENTARY SCHOOL,461,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,NO,1,39,17,3,NO,N
"WESTGATE ELEMENTARY SCHOOL 3560 58TH ST N, ST PETERSBURG, FL, 33710-1936",http://www.westgate-es.pinellas.k12.fl.us                                                           ,52,PINELLAS,4771,WESTGATE ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,,,F,N,,,,NO,1,63,94,1,NO,N
"NOVA HIGH SCHOOL 3600 COLLEGE AVE, DAVIE, FL, 33314-7723",                                                                                                    ,6,BROWARD,1281,NOVA HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,B,A,B,A,A,C,B,D,C,C,C,C,C,C,NO,3,50,25,4,NO,N
"CYPRESS ELEMENTARY SCHOOL 3600 COLLEGE AVE, DAVIE, FL, 33314-7723",                                                                                                    ,13,DADE,1281,CYPRESS ELEMENTARY SCHOOL,495,800,YES,small_purple,D,C,C,B,A,D,D,B,,,,,,,,YES,2,79,97,5,YES,N
"SUSIE E. TOLBERT ELEMENTARY SCHOOL 3600 COLLEGE AVE, DAVIE, FL, 33314-7723",                                                                                                    ,16,DUVAL,1281,SUSIE E. TOLBERT ELEMENTARY SCHOOL,420,800,NA,measle_turquoise,C,B,A,A,A,A,A,A,A,A,A,A,C,C,C,NO,4,84,96,5,YES,N
"GLOBAL LEARNING ACADEMY 3600 COLLEGE AVE, DAVIE, FL, 33314-7723",                                                                                                    ,17,ESCAMBIA,1281,GLOBAL LEARNING ACADEMY,415,800,NA,measle_turquoise,C,B,C,C,C,C,F,D,F,D,C,D,D,D,D,NO,1,100,95,1,YES,N
"DUNBAR ELEMENTARY MAGNET SCHOOL 3600 COLLEGE AVE, DAVIE, FL, 33314-7723",                                                                                                    ,29,HILLSBOROUGH,1281,DUNBAR ELEMENTARY MAGNET SCHOOL,466,800,NA,measle_turquoise,C,B,B,C,B,A,A,B,A,A,A,A,C,C,C,NO,1,66,53,3,YES,N
"CORNER LAKE MIDDLE 3600 COLLEGE AVE, DAVIE, FL, 33314-7723",                                                                                                    ,48,ORANGE,1281,CORNER LAKE MIDDLE,580,900,NA,small_yellow,B,B,A,A,A,B,B,A,B,B,A,A,A,C,B,NO,2,68,73,3,NO,N
"FITZGERALD MIDDLE SCHOOL 3600 COLLEGE AVE, DAVIE, FL, 33314-7723",                                                                                                    ,52,PINELLAS,1281,FITZGERALD MIDDLE SCHOOL,560,900,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,B,N,,,YES,2,57,94,5,NO,N
"HIGHLANDS GROVE ELEMENTARY SCHOOL 3600 COLLEGE AVE, DAVIE, FL, 33314-7723",                                                                                                    ,53,POLK,1281,HIGHLANDS GROVE ELEMENTARY SCHOOL,500,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,B,B,C,B,C,NO,1,83,43,4,YES,N
"PALMETTO RIDGE HIGH SCHOOL 3600 NE 15TH ST, GAINESVILLE, FL, 32069-2484",                                                                                                    ,11,COLLIER,493,PALMETTO RIDGE HIGH SCHOOL,Pending,Pending,Pending,small_red,F,,,,,,,,,,,,,,,NO,2,89,77,4,NO,N
"CREEKSIDE HIGH SCHOOL 3600 NE 15TH ST, GAINESVILLE, FL, 32069-2484",                                                                                                    ,55,ST. JOHNS,493,CREEKSIDE HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,B,A,A,A,A,A,A,A,A,C,A,C,C,NO,1,77,75,3,YES,N
