FISCAL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYPE,GRADE_RANGE,SCHOOL_ADDRESS,SCHOOL_CITY,STATE,SCHOOL_ZIP,MAIL_ADDRESS,MAIL_CITY,MAIL_ZIP,PRINCIPAL_FNAME,PRINCIPAL_LNAME,PRINCIPAL_MNAME,EMAIL_ADDRESS,SCHOOL_PHONE,SCHOOL_FAX
2012,612,Bleckley County,0109,Middle Georgia Wilderness Institute DJJ Facility ,H,07-11,1069 Red Dog Farm Rd ,Cochran,GA,31014-1439,1069 Red Dog Farm Rd ,Cochran,31014-1439,Beth,Hardin,,mgwi-lt@amikids.org,478.934.0901,
2012,612,Bleckley County,0112,Bleckley Middle School,M,06-08,590 Ga Highway 26 E,Cochran,GA,31014-2840,590 Ga Highway 26 E,Cochran,31014-2840,Anthony,Jenkins,Gregory,ajenkins@bleckley.k12.ga.us,478.934.7270,
2012,612,Bleckley County,0197,Bleckley County Elementary School,E,03-05,470 Ga Highway 26 E ,Cochran,GA,31014-2837,470 Ga Highway 26 E ,Cochran,31014-2837,Janet ,DeLoach,Etheridge,jdeloach@bleckley.k12.ga.us,478.934.3600,478.934.0309
2012,612,Bleckley County,1050,Bleckley County Primary School,E,PK-02,259 E Peter St ,Cochran,GA,31014-6644,259 E Peter St ,Cochran,31014-6644,Quent,Floyd,,qfloyd@bleckley.k12.ga.us,478.934.2280,478.934.2006
2012,613,Brantley County,0101,Waynesville Primary School,E,PK-03,5726 Old Waynesville Rd,Waynesville,GA,31566-4420,5726 Old Waynesville Rd,Waynesville,31566-4420,Adrian,Thompson,,adrian.thompson@brantley.k12.ga.us,912.778.3068,912.778.3071
2012,613,Brantley County,0110,Atkinson Elementary School,E,04-06,4327 Highway 110 E,Waynesville,GA,31566-3829,4327 Highway 110 E,Waynesville,31566-3829,Lori Anne,Lee,,lorianne.lee@brantley.k12.ga.us,912.778.6098,
2012,613,Brantley County,0194,Brantley County Middle School,M,07-08,10990 Highway 82 ,Nahunta,GA,31553-3706,10990 Highway 82 ,Nahunta,31553-3706,Angela,Haney,,angela.haney@brantley.k12.ga.us,912.462.7092,
2012,613,Brantley County,0294,Nahunta Elementary School,E,04-06,9110 Main St S ,Nahunta,GA,31553-6156,9110 Main St S ,Nahunta,31553-6156,Tim,Sawyer,,tim.sawyer@brantley.k12.ga.us,912.462.5166,912.462.7330
2012,613,Brantley County,1050,Brantley County High School,H,09-12,10804 Highway 82 ,Nahunta,GA,31553-3704,10804 Highway 82 ,Nahunta,31553-3704,Randy,Yonz,,randy.yonz@brantley.k12.ga.us,912.462.5121,912.462.51
2012,613,Brantley County,2050,Hoboken Elementary School,E,PK-06,224 Church St N ,Hoboken,GA,31542-2924,224 Church St N ,Hoboken,31542-2924,Kim,Morgan,,kim.morgan@brantley.k12.ga.us,912.458.2135,912.458.2133
2012,613,Brantley County,3050,Nahunta Primary School,E,PK-03,479 School Cir ,Nahunta,GA,31553-5407,479 School Cir ,Nahunta,31553-5407,Brandon,Carter,,brandon.carter@brantley.k12.ga.us,912.462.5179,912.462.7118
2012,614,Brooks County,0110,Brooks County High School,H,07-12,1801 Moultrie Highway,Quitman,GA,31632,1801 Moultrie Highway,Quitman,31632,Irma,Hall,,ihall@brooks.k12.ga.us,229.263.8923,
2012,614,Brooks County,0112,Academic Enhancement Program,H,07-12,1081 Barwick Rd,Quitman,GA,31643-6184,P O Box 511,Quitman,31643,Tara,Moss,,tmoss1971@hotmail.com,229.263.7531,
2012,614,Brooks County,0193,Quitman Elementary School,E,PK-05,2200 Moultrie Hwy,Quitman,GA,31643-6152,2200 Moultrie Hwy,Quitman,31643-6152,Al,Williams,,awilliams@brooks.k12.ga.us,229.263.9302,229.263.4169
2012,614,Brooks County,0197,Brooks County Middle School,M,06-08,2171 Moultrie Hwy,Quitman,GA,31643-6151,2171 Moultrie Hwy,Quitman,31643-6151,Howard,Akers,,hakers@brooks.k12.ga.us,229.263.7521,229.263.9038
2012,614,Brooks County,0393,North Brooks Elementary School,E,PK-05,10295 Coffee Rd,Morven,GA,31638-3331,10295 Coffee Rd,Morven,31638-3331,Ervin,Sloan,,esloan@brooks.k12.ga.us,229.775.2414,229.775.3322
2012,615,Bryan County,0101,Dr. George Washington Carver Elementary School,E,04-05,476 Frances Meeks Way,Richmond Hill,GA,31324-3934,476 Frances Meeks Way,Richmond Hill,31324-3934,Crystal,Morales,,cmorales@bryan.k12.ga.us,912.459.5111,912.756.5872
2012,615,Bryan County,0182,Richmond Hill High School,H,09-12,1 Wildcat Dr,Richmond Hill,GA,31324-8809,1 Wildcat Dr,Richmond Hill,31324-8809,Helen,Herndon,,hherndon@bryan.k12.ga.us,912.459.5151,912.756.4958
2012,615,Bryan County,0199,Richmond Hill Middle School,M,06-08,665 Harris Trail Rd,Richmond Hill,GA,31324-3523,665 Harris Trail Rd,Richmond Hill,31324-3523,William,McGrath,,wmcgrath@bryan.k12.ga.us,912.459.5130,912.756.5369
2012,615,Bryan County,0202,Richmond Hill Primary School,E,PK-01,471 Frances Meeks Way,Richmond Hill,GA,31324-3935,471 Frances Meeks Way,Richmond Hill,31324-3935,Mary ,Tiedemann,,mtiedmann@bryan.k12.ga.us,912.459.5080,912.756.5153
2012,615,Bryan County,0282,Lanier Primary School,E,PK-02,6024 US Highway 280 E,Pembroke,GA,31321-6754,6024 US Highway 280 E,Pembroke,31321-6754,Patricia,Newman,,pnewman@bryan.k12.ga.us,912.626.5020,912.858.4350
2012,615,Bryan County,0286,Bryan County Elementary School,E,03-05,104 Ash Branch Rd,Pembroke,GA,31321-4498,104 Ash Branch Rd,Pembroke,31321-4498,Debra,Laing,,dlaing@bryan.k12.ga.us,912.626.5033,9126534350
2012,615,Bryan County,0302,Richmond Hill Elementary School,E,02-03,473 Frances Meeks Way,Richmond Hill,GA,31324-3935,473 Frances Meeks Way,Richmond Hill,31324-3935,Walt,Barnes,,wbarnes@bryan.k12.ga.us,912.459.5100,912.756.3916
2012,615,Bryan County,0402,Bryan County Middle School,M,06-08,600 Payne Dr,Pembroke,GA,31321-5593,600 Payne Dr,Pembroke,31321-5593,Deborah,Hamm,,dhamm@bryan.k12.ga.us,912.626.5050,912.653.2705
2012,615,Bryan County,0502,Bryan County High School,H,09-12,1234 Camellia Dr ,Pembroke,GA,31321-5519,1234 Camellia Dr ,Pembroke,31321-5519,Dawn,Hadley,,dhadley@bryan.k12.ga.us,912.626.5060,912.653.2858
2012,616,Bulloch County,0100,Mill Creek Elementary School,E,PK-05,239 Beasley Rd,Statesboro,GA,30461-6962,239 Beasley Rd,Statesboro,30461-6962,Patrick,Hill,,phill@bulloch.k12.ga.us,912.212.8780,912.764.3842
2012,616,Bulloch County,0107,New Nevils Elementary School,E,PK-05,8438 Nevils Groveland Rd ,Statesboro,GA,30458-4003,8438 Nevils Groveland Rd ,Statesboro,30458-4003,Julie,Blackmar,,jblackmar@bulloch.k12.ga.us ,912.842.8320,
2012,616,Bulloch County,0198,William James Middle School,M,06-08,18809 US Highway 80 W ,Statesboro,GA,30458-4311,18809 US Highway 80 W ,Statesboro,30458-4311,Mike,Yawn,,myawn@bulloch.k12.ga.us,912.212.8820,912.489.5916
2012,616,Bulloch County,0199,Langston Chapel Elementary School,E,PK-05,150 Langston Chapel Rd,Statesboro,GA,30458-3412,150 Langston Chapel Rd,Statesboro,30458-3412,Karen,Doty,Linville,kdoty@bulloch.k12.ga.us,912.212.8700,912.681.7802
2012,616,Bulloch County,0200,Brooklet Elementary School,E,PK-05,600 W Lane St ,Brooklet,GA,30415-6283,600 W Lane St ,Brooklet,30415-6283,Marlin,Baker,,mbaker@bulloch.k12.ga.us,912.842.8300,912.842.9413
2012,616,Bulloch County,0203,New Southeast Bulloch High School,H,PK-12,9184 Brooklet Denmark Rd ,Brooklet,GA,30415-6477,9184 Brooklet Denmark Rd ,Brooklet,30415-6477,Trey,Robertson,,trobertson@bulloch.k12.ga.us,912.842.8440,..
2012,616,Bulloch County,0299,Langston Chapel Middle School,M,06-08,156 Langston Chapel Rd,Statesboro,GA,30458-3412,156 Langston Chapel Rd,Statesboro,30458-3412,Evelyn,Gamble-Hilton,,egamble@bulloch.k12.ga.us,912.212.8720,912.681.6416
2012,616,Bulloch County,0300,Southeast Bulloch Middle School,M,06-08,9124 Brooklet Denmark Rd ,Brooklet,GA,30415-6477,9124 Brooklet Denmark Rd ,Brooklet,30415-6477,Donna,Clifton,,dclifton@bulloch.k12.ga.us,912.842.8400,912.842.9559
2012,616,Bulloch County,0399,Portal Elementary School,E,PK-05,328 Grady St S,Portal,GA,30450-5009,328 Grady St S,Portal,30450-5009,Paul,Hudson,,phudson@bulloch.k12.ga.us,912.842.8340,912.865.9553
2012,616,Bulloch County,2050,Bryant Elementary School,E,PK-05,421 W Main St ,Statesboro,GA,30458-1328,421 W Main St ,Statesboro,30458-1328,Nathan,Pennington,,npennington@bulloch.k12.ga.us,912.212.8680,912.489.5867
2012,616,Bulloch County,2054,Statesboro High School,H,09-12,10 Lester Rd,Statesboro,GA,30458-4786,10 Lester Rd,Statesboro,30458-4786,Martin,Waters,Gregory,mwaters@bulloch.k12.ga.us,912.212.8860,912.489.5965
2012,616,Bulloch County,3054,Stilson Elementary School,E,PK-05,15569 Ga Highway 119 ,Brooklet,GA,30415-5604,15569 Ga Highway 119 ,Brooklet,30415-5604,Eileen,Bayens,,ebayens@bulloch.k12.ga.us,912.842.8480,912.823.9057
2012,616,Bulloch County,4052,Portal Middle/High School,H,PK-12,27245 US Highway 80 W,Portal,GA,30450-9703,27245 US Highway 80 W ,Portal,30450-9703,Shawn,Haralson,,sharalson@bulloch.k12.ga.us,912.842.8360,912.865.5659
2012,616,Bulloch County,5050,Mattie Lively Elementary School,E,PK-05,400 Donnie Simmons Way ,Statesboro,GA,30458-5357,400 Donnie Simmons Way ,Statesboro,30458-5357,Jennifer,Quick,,jquick@bulloch.k12.ga.us,912.212.8760,912.489.5891
2012,616,Bulloch County,5054,Sallie Zetterower Elementary School,E,PK-05,900 E Jones Ave,Statesboro,GA,30458-5137,900 E Jones Ave,Statesboro,30458-5137,Todd,Williford,,twilliford@bulloch.k12.ga.us,912.212.8800,912.489.5941
2012,617,Burke County,0104,Blakeney Elementary,E,03-05,100 Olympic Dr ,Waynesboro,GA,30830-4509,100 Olympic Dr ,Waynesboro,30830-4509,Renee,Sasser,,rmsasser@burke.k12.ga.us,706.554.2265,706.554.8075
2012,617,Burke County,0188,Burke County Middle School,M,06-08,356 Southside Dr ,Waynesboro,GA,30830-4561,356 Southside Dr ,Waynesboro,30830-4561,Rudolph,Falana,,rfalana@burke.k12.ga.us,706.554.3532,706.554.8063
2012,617,Burke County,0196,S G A Elementary School,E,PK-05,1265 Charles Perry Ave ,Sardis,GA,30456-2854,1265 Charles Perry Ave ,Sardis,30456-2854,Chequita,Brady,,cfbrady@burke.k12.ga.us,912.569.4322,912.569.4065
2012,617,Burke County,0288,Burke County High School,H,09-12,1057 Burke Veterans Pkwy ,Waynesboro,GA,30830-4598,1057 Burke Veterans Pkwy ,Waynesboro,30830-4598,Sam,Adkins,,sadkins@burke.k12.ga.us,706.554.6691,706.554.8070
2012,617,Burke County,2056,Waynesboro Primary School,E,PK-02,352 Southside Dr ,Waynesboro,GA,30830-4561,352 Southside Dr ,Waynesboro,30830-4561,Tommy,Mitchell,,tmitche@burke.k12.ga.us,706.554.5125,706.554.8064
2012,618,Butts County,0100,Henderson Middle School,M,06-08,494 George Tate Dr,Jackson,GA,30233-1861,494 George Tate Dr,Jackson,30233-1861,Renee,Burgdorf,,burgdorfr@butts.k12.ga.us,770.504.2310,770.504.2315
2012,618,Butts County,0104,Hampton L. Daughtry Elementary School,E,KK-05,150 Shiloh Rd ,Jackson,GA,30233-4900,150 Shiloh Rd ,Jackson,30233-4900,Joyce,Rowe,,barlows@butts.k12.ga.us,770.504.2356,770.504.2474
2012,618,Butts County,0108,Stark Elementary School,E,PK-05,209 Stark Rd,Jackson,GA,30233,209 Stark Rd,Jackson,30233,Derek,Vander Ven,,vandervend@butts.k12.ga.us,770.775.9470,..
2012,618,Butts County,0111,New Jackson Elementary School,E,KK-05,1105 Brownlee Road,Jackson,GA,30233,1105 Brownlee Road,Jackson,30233,Sharon,Ohonba,F.,ohonbas@butts.k12.ga.us,770.775.9480,
2012,618,Butts County,0190,Jackson High School,H,09-12,717 S Harkness St,Jackson,GA,30233-1869,717 S Harkness St,Jackson,30233-1869,Jay,Homan,,homanj@butts.k12.ga.us,770.504.2340,770.504.2341
2012,619,Calhoun County,0179,Calhoun County Elementary School,E,PK-05,18904 Morgan Rd,Arlington,GA,39813-6710,18904 Morgan Rd,Arlington,39813-6710,JoAnn,Wims,,JoannWims@calhoun.k12.ga.us,229.725.4985,229.725.4020
2012,619,Calhoun County,4050,Calhoun County Middle/High School,H,06-12,700 Manry St ,Edison,GA,39846-5633,P.O. Box 366 ,Edison,39846,Dorothy,Brown,,dorothybrown@calhoun.k12.ga.us,229.835.2435,229.835.3040
2012,620,Camden County,0100,Mamie Lou Gross Elementary School,E,PK-05,277 Roberts Path,Woodbine,GA,31569-2747,277 Roberts Path,Woodbine,31569-2747,Darlene,Bruce,,dbruce@camden.k12.ga.us,912.576.4800,912.729.1489
2012,620,Camden County,0105,Saint Marys Middle School,M,06-08,205 Martha Dr ,Saint Marys,GA,31558-8953,205 Martha Dr ,Saint Marys,31558-8953,Michael,Wooden,,mwooden@camden.k12.ga.us,912.882.8626,912.882.8005
2012,620,Camden County,0110,Saint Marys Elementary School,E,PK-05,600 Osborne St,Saint Marys,GA,31558-8256,600 Osborne St,Saint Marys,31558-8256,Thomas,McClendon,,tmcclendon@camden.k12.ga.us,912.882.4839,
2012,620,Camden County,0182,Camden Middle School,M,06-08,1300 Middle School Rd ,Kingsland,GA,31548-6208,1300 Middle School Rd ,Kingsland,31548-6208,Mark,Durham,,mdurham@Camden.k12.ga.us,912.729.3113,912.729.7489
2012,620,Camden County,0187,Crooked River Elementary School,E,PK-05,3570 Charlie Smith SR Hwy,Saint Marys,GA,31558-3500,3570 Charlie Smith SR Hwy,Saint Marys,31558-3500,Sheila,Sapp,,Ssapp@Camden.k12.ga.us,912.673.6995,912.882.4839
2012,620,Camden County,0189,Matilda Harris Elementary School,E,PK-05,1100 The Lakes Blvd,Kingsland,GA,31548-5710,1100 The Lakes Blvd,Kingsland,31548-5710,Joseph,Goble,,Jgoble@Camden.k12.ga.us,912.729.2940,912.729.2223
2012,620,Camden County,0192,Woodbine Elementary School,E,PK-05,495 Broadwood Dr,Woodbine,GA,31569-3549,495 Broadwood Dr,Woodbine,31569-3549,John,Blackerby,,jblackerby@camden.k12.ga.us,912.576.5245,912.576.3778
2012,620,Camden County,0193,Kingsland Elementary School,E,PK-05,900 W King Ave,Kingsland,GA,31548-3336,900 W King Ave,Kingsland,31548-3336,Charles,Curry,Robert,Ccurry@Camden.k12.ga.us,912.729.5246,912.576.5126
2012,620,Camden County,0195,David L Rainer Elementary School,E,PK-05,850 May Creek Dr,Kingsland,GA,31548-5563,850 May Creek Dr,Kingsland,31548-5563,Deborah,Milstead,,dmilstead@camden.k12.ga.us,912.729.9071,912.576.8991
2012,620,Camden County,0197,Sugarmill Elementary,E,PK-05,2885 Winding Rd,Saint Marys,GA,31558-4843,2885 Winding Rd,Saint Marys,31558-4843,Tim,Morris,,tim.morris@camden.k12.ga.us,912.882.8191,912.882.4425
2012,620,Camden County,0295,Camden County High School,H,09-12,6300 Laurel Island Pkwy,Kingsland,GA,31548-6080,6300 Laurel Island Pkwy ,Kingsland,31548-6080,John,Tucker,,Jtucker@camden.k12.ga.us,912.729.7318,912.729.7627
2012,620,Camden County,0495,Mary Lee Clark Elementary School,E,PK-05,2900 Mickler Dr ,Saint Marys,GA,31558-3916,2900 Mickler Dr ,Saint Marys,31558-3916,Angela,McManigal,,amcmanigal@Camden.k12.ga.us,912.882.4373,912.576.5126
2012,621,Candler County,0101,Metter High School ,H,09-12,34905 Ga Highway 129 S ,Metter,GA,30439-6364,34905 Ga Highway 129 S,Metter,30439-6364,John,Jordan,,,912.685.2134,912.685.2897
2012,621,Candler County,0102,Metter Middle School,M,06-08,431 W Vertia St ,Metter,GA,30439-4545,431 W Vertia St ,Metter,30439-4545,Robbie ,Dollar,,rdollar@metter.org,912.685.5580,912.685.4970
2012,621,Candler County,0202,Metter Intermediate School,E,04-05,423 W Vertia St ,Metter,GA,30439-4545,423 W Vertia St ,Metter,30439-4545,Gwenda,Rotton,L. ,grotton@metter.org,912.685.7400,912.685.2076
2012,621,Candler County,0302,Metter Elementary School,E,PK-03,805 E Lillian St,Metter,GA,30439-3905,805 E Lillian St,Metter,30439-3905,Lesa,Brown,,lbrown@metter.org,912.685.2058,912.685.3477
2012,622,Carroll County,0100,Sharp Creek Elementary School,E,PK-05,115 Old Muse Rd ,Carrollton,GA,30116-9311,115 Old Muse Rd ,Carrollton,30116-9311,Deaidra,Wilson,,deaidra.wilson@carrollcountyschools.com,770.214.8848,770.836.2734
2012,622,Carroll County,0101,Bowdon Middle School,M,06-08,129 N Jonesville Rd ,Bowdon,GA,30108-2492,129 N Jonesville Rd ,Bowdon,30108-2492,Scott,Estes,,,770.258.1778,770.258.4374
2012,622,Carroll County,0102,Temple Middle School,M,06-08,275 Rainey Rd ,Temple,GA,30179-3929,275 Rainey Rd ,Temple,30179-3929,Gail,Parmer,,,770.562.6001,770.562.6002
2012,622,Carroll County,0112,KidsPeace,H,07-12,101 Kidspeace Dr,Bowdon,GA,30108-3447,101 Kidspeace Dr,Bowdon,30108-3447,Patricia,Swint,,patricia.swint@kidspeace.org,770.437.7200,
2012,622,Carroll County,0113,Open Campus High School,H,10-12,113 Central High Rd,Carrollton,GA,30116-4452,113 Central High Rd,Carrollton,30116-4452,Bonnie,Robinson,,bonnie.robinson@carrollcountyschools.com,770.254.5970,
2012,622,Carroll County,0115,Providence Elementary School,E,PK-05,287 Rainey Rd,Temple,GA,30179-3929,287 Rainey Rd,Temple,30179-3929,Terie,Smith-Phillips,,terie.phillips@carrollcountyschools.com,770.562.3076,
2012,622,Carroll County,0176,Mount Zion Elementary School,E,PK-05,260 Eureka Church Rd,Carrollton,GA,30117-6681,260 Eureka Church Rd,Carrollton,30117-6681,Cindy,Parker,,cindy.parker@carrollcountyschools.com,770.832.8588,770.830.6646
2012,622,Carroll County,0177,Central Middle School,M,06-08,155 Whooping Creek Rd,Carrollton,GA,30116-4800,155 Whooping Creek Rd,Carrollton,30116-4800,Shannon,Christian,David,,770.832.8114,770.836.2782
2012,622,Carroll County,0189,Temple High School,H,09-12,589 Sage St ,Temple,GA,30179-3724,589 Sage St ,Temple,30179-3724,Karen,Suddeth,S.,karen.suddeth@carrollcountyschools.com,770.562.3218,770.562.1510
2012,622,Carroll County,0198,Bay Springs Middle School,M,06-08,122 Bay Springs Rd,Villa Rica,GA,30180-3733,122 Bay Springs Rd,Villa Rica,30180-3733,Bruce,Tidaback,W,bruce.tidaback@carrollcountyschools.com,770.459.2098,770.459.2097
2012,622,Carroll County,0208,Mt. Zion Middle School ,M,06-08,132 Mount Zion St,Carrollton,GA,30117-4965,132 Eagle Drive ,Mt. Zion ,30150,John,Jacobs,P.,john.jacobs@carrollcountyschools.com,770.834.6654,
2012,622,Carroll County,0212,Mt. Zion High School,H,09-12,280 Eureka Church Rd,Carrollton,GA,30117,280 Eureka Church Rd,Carrollton,30117,Tracey,Barrow,,tracey.barrow@carrollcountyschools.com,770.834.6654,
2012,622,Carroll County,0305,Villa Rica Middle,M,06-08,614 Tumlin Lake Rd ,Temple,GA,30179-3200,614 Tumlin Lake Rd ,Temple,30179-3200,Rochelle,Lamar,,rochelle.lamar@carrollcountyschools.com,770.459.0407,770.834.6399
2012,622,Carroll County,0377,Roopville Elementary School,E,PK-05,60 Old Carrollton Rd,Roopville,GA,30170-2125,60 Old Carrollton Rd,Roopville,30170-2125,Marissa,Ogando,,marissa.ogando@carrollcountyschools.com,770.854.4421,770.854.3001
2012,622,Carroll County,0405,Ithica Elementary ,E,PK-05,75 Whitworth Rd ,Villa Rica,GA,30180-3732,75 Whitworth Rd ,Villa Rica,30180-3732,Karen,Wild,,,678.840.5101,678.840.5105
2012,622,Carroll County,0477,Whitesburg Elementary School,E,PK-05,868 Main St,Whitesburg,GA,30185-3111,868 Main St,Whitesburg,30185-3111,Joyce,Davis,,joyce.davis@carrollcountyschools.com,770.832.3875,770.214.8824
2012,622,Carroll County,0605,Glanton-Hindsman Elementary,E,PK-05,118 Glanton St,Villa Rica,GA,30180-2706,118 Glanton St,Villa Rica,30180-2706,Joseph,Salley,L,,770.459.4491,770.459.9716
2012,622,Carroll County,0705,Villa Rica Elementary School,E,PK-05,314 Peachtree St ,Villa Rica,GA,30180-1705,314 Peachtreet Street ,Villa Rica,30180,Charles,Johnson,,charles.johnson@carrollcountyschools.com,770.459.5762,770.459.2041
2012,622,Carroll County,1054,Temple Elementary School,E,PK-05,95 Otis St ,Temple,GA,30179-3722,95 Otis St ,Temple,30179-3722,Jennifer,Shirley,,jennifer.shirley@carrollcountyschools.com,770.562.3076,770.562.0135
2012,622,Carroll County,2050,Bowdon Elementary School,E,PK-05,223 Kent Ave ,Bowdon,GA,30108-1607,223 Kent Ave ,Bowdon,30108-1607,Rebecca,Waldrep,,rebecca.waldrep@carrollcountyschools.com,770.258.2161,770.258.8204
2012,622,Carroll County,2052,Central High School,H,09-12,113 Central High Rd,Carrollton,GA,30116-4452,113 Central High Rd,Carrollton,30116-4452,Dana,Harman,Avery,dana.harman@carrollcountyschools.com,770.834.3386,770.832.0103
2012,622,Carroll County,3050,Bowdon High School,H,09-12,504 W College St ,Bowdon,GA,30108-1314,504 W College St ,Bowdon,30108-1314,Travis,Thomas,Stephen,stan.davis@carrollcountyschools.com,770.258.5408,770.258.7278
2012,622,Carroll County,5050,Central Elementary School,E,PK-05,175 Primary School Rd,Carrollton,GA,30116,175 Primary School Rd,Carrollton,30116,Anthony,Childers,,tony.childers@carrollcountyschools.com,770.832.6466,770.830.5017
2012,622,Carroll County,5052,Sand Hill Elementary School,E,PK-05,45 Sandhill School Rd,Carrollton,GA,30116-9736,45 Sandhill School Rd ,Carrollton,30116-9736,Carla,Meigs,W,,770.832.8541,770.830.5034
2012,622,Carroll County,5054,Villa Rica High School,H,09-12,600 Rocky Branch Rd ,Villa Rica,GA,30180-2208,600 Rocky Branch Rd ,Villa Rica,30180-2208,Adam,Herring,,,770.459.5185,770.459.2119
2012,623,Catoosa County,0100,Ringgold Primary School,E,PK-02,340 Evitt Ln ,Ringgold,GA,30736-2820,340 Evitt Ln ,Ringgold,30736-2820,Nancy,Gurganus,,ngurganus@catoosa.k12.ga.us,706.937.5437,706.937.8383
2012,623,Catoosa County,0102,Battlefield Primary,E,PK-02,2204 Battlefield Pkwy,Ft Oglethorpe,GA,30742-4026,2204 Battlefield Pkwy,Ft Oglethorpe,30742-4026,Sandy,Boyles,,grhodes@catoosa.k12.ga.us,706.861.5778,706.861.5798
2012,623,Catoosa County,0103,Battlefield Elementary School,E,03-05,2206 Battlefield Pkwy,Fort Oglethorpe,GA,30742-4026,2206 Battlefield Pkwy,Fort Oglethorpe,30742-4026,Becky,Howard,,bhoward@catoosa.k12.ga.us,706.866.9183,706.866.6640
2012,623,Catoosa County,0105,Woodstation Elementary School,E,PK-05,3404 Colbert Hollow Rd,Rock Spring,GA,30739-4061,3404 Colbert Hollow Rd,Rock Spring,30739-4061,Doug,Suits,,dsuits@catoosa.k12.ga.us,706.935.6700,706.935.3377
2012,623,Catoosa County,0109,Heritage High School,H,09-12,3960 Poplar Springs Rd,Ringgold,GA,30736-5811,3960 Poplar Springs Rd,Ringgold,30736-5811,Ronnie,Bradford,,rbradford.hhs@catoosa.k12.ga.us,706.937.6464,
2012,623,Catoosa County,0185,Tiger Creek Elementary School,E,PK-05,134 Rhea McClanahan Dr,Tunnel Hill,GA,30755-7328,134 Rhea McClanahan Dr,Tunnel Hill,30755-7328,Rodney,Thompson,,rthompson@catoosa.k12.ga.us,706.935.9890,706.965.8906
2012,623,Catoosa County,0205,Heritage Middle School,M,06-08,4005 Poplar Springs Rd ,Ringgold,GA,30736-5814,4005 Poplar Springs Rd ,Ringgold,30736-5814,John,Lusk,Christopher,clusk@catoosa.k12.ga.us,706.937.3568,706.937.2483
2012,623,Catoosa County,1050,Boynton Elementary School,E,PK-05,3938 Boynton Dr ,Ringgold,GA,30736-3509,3938 Boynton Dr ,Ringgold,30736-3509,Belinda,Crisman,,ghaynes@catoosa.k12.ga.us,706.866.1521,706.861.6641
2012,623,Catoosa County,1052,Lakeview-Fort Oglethorpe High School,H,09-12,1850 Battlefield Pkwy,Fort Oglethorpe,GA,30742-4020,1850 Battlefield Pkwy,Fort Oglethorpe,30742-4020,Jerry,Ransom,,tvandiver@catoosa.k12.ga.us,706.866.0342,706.861.6645
2012,623,Catoosa County,1054,West Side Elementary School,E,PK-05,72 Braves Ln,Rossville,GA,30741-8719,72 Braves Ln,Rossville,30741-8719,Mike,Rich,,mrich@catoosa.k12.ga.us,706.866.9211,706.861.6647
