Division  Num ,Division Name ,NCES School Num ,School  Num ,School Name ,Low  Grades ,High  Grades ,Division  Description ,School Description ,Grade  Standard ,Schedule ,Principal ,Address1 ,City ,State ,Zip ,Phone  Number ,Fall  Membership  Schools,Address
7,Arlington County Public Schools,5.10E+11,618,Arlington Mill High,9,12,Local Education Agency,Public school - Alternative,High,,Ms. Barbara  Thompson ,816 S. Walter Reed Dr,Arlington,VA,22203,703-228-5295,Membership,"Arlington Mill High, 816 S. Walter Reed Dr, Arlington, VA, 22203"
7,Arlington County Public Schools,5.10E+11,613,Arlington Science Focus School,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Mary E. Begley ,1501 N. Lincoln Street,Arlington,VA,22201,703-228-7670,Membership,"Arlington Science Focus School, 1501 N. Lincoln Street, Arlington, VA, 22201"
7,Arlington County Public Schools,5.10E+11,470,Arlington Traditional,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Holly  Hawthorne ,855 N. Edison St,Arlington,VA,22205,703-228-6290,Membership,"Arlington Traditional, 855 N. Edison St, Arlington, VA, 22205"
7,Arlington County Public Schools,5.10E+11,490,Ashlawn Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Judy  Apostolico-Buck ,5950 N. 8th Road,Arlington,VA,22205,703-228-5270,Membership,"Ashlawn Elementary, 5950 N. 8th Road, Arlington, VA, 22205"
7,Arlington County Public Schools,5.10E+11,150,Barcroft Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Colette  Bounet ,625 S Wakefield St,Arlington,VA,22204,703-228-5838,Membership,"Barcroft Elementary, 625 S Wakefield St, Arlington, VA, 22204"
7,Arlington County Public Schools,5.10E+11,250,Barrett Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Dan  Redding ,4401 N Henderson Rd,Arlington,VA,22203,703-228-6288,Membership,"Barrett Elementary, 4401 N Henderson Rd, Arlington, VA, 22203"
7,Arlington County Public Schools,5.10E+11,615,Campbell Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Maureen  Nesselrode ,737 S. Carlin Springs Rd.,Arlington,VA,22204,703-228-6770,Membership,"Campbell Elementary, 737 S. Carlin Springs Rd., Arlington, VA, 22204"
7,Arlington County Public Schools,5.10E+11,90,Carlin Springs Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Corina  Coronel ,5995 South 5th Road,Arlington,VA,22204,703-228-6645,Membership,"Carlin Springs Elementary, 5995 South 5th Road, Arlington, VA, 22204"
7,Arlington County Public Schools,5.10E+11,622,Claremont Immersion,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Jessica  Panfil ,4700 S. Chesterfield Rd.,Arlington,VA,22206,703-228-2500,Membership,"Claremont Immersion, 4700 S. Chesterfield Rd., Arlington, VA, 22206"
7,Arlington County Public Schools,5.10E+11,200,Drew Model Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Jackie  Smith ,3500 South 23rd Street,Arlington,VA,22206,703-228-5825,Membership,"Drew Model Elementary, 3500 South 23rd Street, Arlington, VA, 22206"
7,Arlington County Public Schools,5.10E+11,624,Family Education Center For Parenting Teens,,,Local Education Agency,Public center - Alternative,,,   ,816 S. Walter Reed Drive,Arlington,VA,22204,703-228-2700,Non-Membership,"Family Education Center For Parenting Teens, 816 S. Walter Reed Drive, Arlington, VA, 22204"
7,Arlington County Public Schools,5.10E+11,111,Francis Scott Key Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Marjorie  Myers ,2300 Key Blvd,Arlington,VA,22201,703-228-4210,Membership,"Francis Scott Key Elementary, 2300 Key Blvd, Arlington, VA, 22201"
7,Arlington County Public Schools,5.10E+11,100,Glebe Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Jamie  Borg ,1770 N. Glebe Road,Arlington,VA,22207,703-228-6280,Membership,"Glebe Elementary, 1770 N. Glebe Road, Arlington, VA, 22207"
7,Arlington County Public Schools,,623,Governor's Academy for Career and Technical Education in Arlington,,,Local Education Agency,Public center - STEM Academy,,,   ,816 South Walter Reed Drive,Arlington,VA,22204,703-323-2263,Non-Membership,"Governor's Academy for Career and Technical Education in Arlington, 816 South Walter Reed Drive, Arlington, VA, 22204"
7,Arlington County Public Schools,5.10E+11,611,Gunston Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Lori  Wiggins ,2700 S Lang St,Arlington,VA,22206,703-228-6900,Membership,"Gunston Middle, 2700 S Lang St, Arlington, VA, 22206"
7,Arlington County Public Schools,5.10E+11,616,HB Woodlawn Secondary Program,,,Local Education Agency,Public center - Alternative,,,Mr. Frank  Haltiwanger ,4100 Vacation Lane,Arlington,VA,22207,703-228-6363,Non-Membership,"HB Woodlawn Secondary Program, 4100 Vacation Lane, Arlington, VA, 22207"
7,Arlington County Public Schools,5.10E+11,160,Henry Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Lisa  Piehota ,701 S Highland St,Arlington,VA,22204,703-228-5820,Membership,"Henry Elementary, 701 S Highland St, Arlington, VA, 22204"
7,Arlington County Public Schools,5.10E+11,614,Hoffman-Boston Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Kimberley  Graves ,1415 S Queen St,Arlington,VA,22204,703-228-5845,Membership,"Hoffman-Boston Elementary, 1415 S Queen St, Arlington, VA, 22204"
7,Arlington County Public Schools,5.10E+11,440,Jamestown Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Kenwyn  Schaffner ,3700 N Delaware St,Arlington,VA,22207,703-228-5275,Membership,"Jamestown Elementary, 3700 N Delaware St, Arlington, VA, 22207"
7,Arlington County Public Schools,5.10E+11,180,Jefferson Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Keisha  Boggan ,125 S Old Glebe Rd,Arlington,VA,22204,703-228-5900,Membership,"Jefferson Middle, 125 S Old Glebe Rd, Arlington, VA, 22204"
7,Arlington County Public Schools,5.10E+11,500,Kenmore Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Dr. John A. Word ,200 S Carlin Springs Rd,Arlington,VA,22204,703-228-6800,Membership,"Kenmore Middle, 200 S Carlin Springs Rd, Arlington, VA, 22204"
7,Arlington County Public Schools,5.10E+11,617,Langston High School Continuation Program,,,Local Education Agency,Public center - Alternative,,,Mr. Cleveland  James ,2121 N Culpeper St,Arlington,VA,22207,703-228-5295,Non-Membership,"Langston High School Continuation Program, 2121 N Culpeper St, Arlington, VA, 22207"
7,Arlington County Public Schools,,9997,Local Or Regional Jail,9,12,Local Education Agency,Local or Regional Jail,High,,Ms. Pat  Jones ,1425 N. Court House Road,Arlington,VA,22201,703-228-8630,Membership,"Local Or Regional Jail, 1425 N. Court House Road, Arlington, VA, 22201"
7,Arlington County Public Schools,5.10E+11,460,Long Branch Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Felicia A. Russo ,33 N Fillmore St,Arlington,VA,22201,703-228-4220,Membership,"Long Branch Elementary, 33 N Fillmore St, Arlington, VA, 22201"
7,Arlington County Public Schools,5.10E+11,380,McKinley Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Colin  Brown ,1030 N McKinley Rd,Arlington,VA,22205,703-228-5280,Membership,"McKinley Elementary, 1030 N McKinley Rd, Arlington, VA, 22205"
7,Arlington County Public Schools,5.10E+11,625,New Directions Alternative H.S. Program,,,Local Education Agency,Public center - Alternative,,,Mr. Chip  Bonar ,2847 Wilson Boulevard,Arlington,VA,22201,703-228-2117,Non-Membership,"New Directions Alternative H.S. Program, 2847 Wilson Boulevard, Arlington, VA, 22201"
7,Arlington County Public Schools,5.10E+11,410,Nottingham Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Mary Beth  Pelosky ,5900 Little Falls Road,Arlington,VA,22207,703-228-5290,Membership,"Nottingham Elementary, 5900 Little Falls Road, Arlington, VA, 22207"
7,Arlington County Public Schools,5.10E+11,360,Oakridge Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Lynne  Wright ,1414 24th St S,Arlington,VA,22202,703-228-5840,Membership,"Oakridge Elementary, 1414 24th St S, Arlington, VA, 22202"
7,Arlington County Public Schools,5.10E+11,510,Randolph Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Renee  Bostick ,1306 S Quincy St,Arlington,VA,22204,703-228-5830,Membership,"Randolph Elementary, 1306 S Quincy St, Arlington, VA, 22204"
7,Arlington County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,"Special Situation Schools, , , , "
7,Arlington County Public Schools,5.10E+11,619,Stratford Program,,,Local Education Agency,Public center - Special Education,,,Dr. Karen  Gerry ,4102 N. Vacation Ln.,Arlington,VA,22207,703-228-6440,Non-Membership,"Stratford Program, 4102 N. Vacation Ln., Arlington, VA, 22207"
7,Arlington County Public Schools,5.10E+11,240,Swanson Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Bridget  Loft ,5800 N Washington Blvd,Arlington,VA,22205,703-228-5500,Membership,"Swanson Middle, 5800 N Washington Blvd, Arlington, VA, 22205"
7,Arlington County Public Schools,5.10E+11,420,Taylor Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Robert L. Hindman ,2600 N Stuart St,Arlington,VA,22207,703-228-6275,Membership,"Taylor Elementary, 2600 N Stuart St, Arlington, VA, 22207"
7,Arlington County Public Schools,5.10E+11,162,Technical Education & Career Center,,,Local Education Agency,Public center - Career and Technical Ed.,,,Ms. Nancy  Opsut ,816 S Walter Reed Dr,Arlington,VA,22204,703-228-5800,Non-Membership,"Technical Education & Career Center, 816 S Walter Reed Dr, Arlington, VA, 22204"
7,Arlington County Public Schools,5.10E+11,211,Tuckahoe Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Cynthia  Brown ,6550 26th St N,Arlington,VA,22213,703-228-5288,Membership,"Tuckahoe Elementary, 6550 26th St N, Arlington, VA, 22213"
7,Arlington County Public Schools,5.10E+11,450,Wakefield High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Mr. Chris  Willmore ,4901 South Chesterfield Rd,Arlington,VA,22206,703-228-6700,Membership,"Wakefield High, 4901 South Chesterfield Rd, Arlington, VA, 22206"
7,Arlington County Public Schools,5.10E+11,80,Washington-Lee High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Mr. Gregg  Robertson ,1301 N Stafford St,Arlington,VA,22201,703-228-6200,Membership,"Washington-Lee High, 1301 N Stafford St, Arlington, VA, 22201"
7,Arlington County Public Schools,5.10E+11,480,Williamsburg Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Dr. Ann  McCarty ,3600 N Harrison St,Arlington,VA,22207,703-228-5450,Membership,"Williamsburg Middle, 3600 N Harrison St, Arlington, VA, 22207"
7,Arlington County Public Schools,5.10E+11,330,Yorktown High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Dr. Raymond J. Pasi ,5201 28th St N,Arlington,VA,22207,703-228-5400,Membership,"Yorktown High, 5201 28th St N, Arlington, VA, 22207"
8,Augusta County Public Schools,5.10E+11,210,Beverley Manor Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Dawn P. Young ,116 Cedar Green Rd,Staunton,VA,24401,540-885-8024,Membership,"Beverley Manor Elementary, 116 Cedar Green Rd, Staunton, VA, 24401"
8,Augusta County Public Schools,5.10E+11,212,Beverley Manor Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 period,Mrs. Forrest O. Burgdorf ,58 Cedar Green Rd,Staunton,VA,24401,540-886-5806,Membership,"Beverley Manor Middle, 58 Cedar Green Rd, Staunton, VA, 24401"
8,Augusta County Public Schools,5.10E+11,660,Buffalo Gap High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. William R. Deardorff ,1800 Buffalo Gap Hwy,Swoope,VA,24479,540-337-6021,Membership,"Buffalo Gap High, 1800 Buffalo Gap Hwy, Swoope, VA, 24479"
8,Augusta County Public Schools,5.10E+11,30,Cassell Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Mindy G. Garber ,1301 Rockfish Rd,Waynesboro,VA,22980,540-946-7635,Membership,"Cassell Elementary, 1301 Rockfish Rd, Waynesboro, VA, 22980"
8,Augusta County Public Schools,5.10E+11,140,Churchville Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Laura  Hodges ,3710 Churchville Ave,Churchville,VA,24421,540-337-6036,Membership,"Churchville Elementary, 3710 Churchville Ave, Churchville, VA, 24421"
8,Augusta County Public Schools,5.10E+11,370,Craigsville Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Fonda H. Morris ,100 East First St,Craigsville,VA,24430,540-997-9184,Membership,"Craigsville Elementary, 100 East First St, Craigsville, VA, 24430"
8,Augusta County Public Schools,5.10E+11,842,Edward G. Clymore Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Jane  Wright ,184 Fort Defiance Rd,Fort Defiance,VA,24437,540-245-5043,Membership,"Edward G. Clymore Elementary, 184 Fort Defiance Rd, Fort Defiance, VA, 24437"
8,Augusta County Public Schools,5.10E+11,670,Fort Defiance High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. Larry K. Landes ,195 Fort Defiance Rd,Fort Defiance,VA,24437,540-245-5050,Membership,"Fort Defiance High, 195 Fort Defiance Rd, Fort Defiance, VA, 24437"
8,Augusta County Public Schools,5.10E+11,843,Guy K. Stump Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. David K. Shriver ,115 Draft Ave,Stuarts Draft,VA,24477,540-337-1549,Membership,"Guy K. Stump Elementary, 115 Draft Ave, Stuarts Draft, VA, 24477"
8,Augusta County Public Schools,,9997,Middle River Regional Jail,9,12,Local Education Agency,Local or Regional Jail,High,,Mr. John  Lilly ,P. O. Box 2727,Staunton,VA,24402,540-245-5100,Membership,"Middle River Regional Jail, P. O. Box 2727, Staunton, VA, 24402"
8,Augusta County Public Schools,5.10E+11,40,North River Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Lori A. Cox ,3395 Scenic Hwy,Mount Solon,VA,22843,540-350-2463,Membership,"North River Elementary, 3395 Scenic Hwy, Mount Solon, VA, 22843"
8,Augusta County Public Schools,5.10E+11,740,Riverheads Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Marquerite R. McDonald ,17 Howardsville Rd,Staunton,VA,24401,540-337-2535,Membership,"Riverheads Elementary, 17 Howardsville Rd, Staunton, VA, 24401"
8,Augusta County Public Schools,5.10E+11,680,Riverheads High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. Max W. Lowe ,19 Howardsville Rd,Staunton,VA,24401,540-337-1921,Membership,"Riverheads High, 19 Howardsville Rd, Staunton, VA, 24401"
8,Augusta County Public Schools,5.10E+11,90,S. Gordon Stewart Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 period,Dr. Brenda M Walton ,118 Fort Defiance Rd,Fort Defiance,VA,24437,540-245-5046,Membership,"S. Gordon Stewart Middle, 118 Fort Defiance Rd, Fort Defiance, VA, 24437"
8,Augusta County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,"Special Situation Schools, , , , "
8,Augusta County Public Schools,5.10E+11,440,Stuarts Draft Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Phil I. Coltrane ,63 School Blvd,Stuarts Draft,VA,24477,540-337-2951,Membership,"Stuarts Draft Elementary, 63 School Blvd, Stuarts Draft, VA, 24477"
8,Augusta County Public Schools,5.10E+11,730,Stuarts Draft High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mrs. Donna M. Abernathy ,1028 Augusta Farm Rd,Stuarts Draft,VA,24477,540-946-7600,Membership,"Stuarts Draft High, 1028 Augusta Farm Rd, Stuarts Draft, VA, 24477"
8,Augusta County Public Schools,5.10E+11,60,Stuarts Draft Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 period,Mr. Scott  Musick ,1088 Augusta Farm Rd,Stuarts Draft,VA,24477,540-946-7611,Membership,"Stuarts Draft Middle, 1088 Augusta Farm Rd, Stuarts Draft, VA, 24477"
8,Augusta County Public Schools,5.10E+11,710,Verona Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Kathleen A. Overstreet ,1011 Lee Hwy,Verona,VA,24482,540-248-0141,Membership,"Verona Elementary, 1011 Lee Hwy, Verona, VA, 24482"
8,Augusta County Public Schools,5.10E+11,640,Wilson Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Patricia L Black ,127 Woodrow Wilson Ave,Fishersville,VA,22939,540-245-5040,Membership,"Wilson Elementary, 127 Woodrow Wilson Ave, Fishersville, VA, 22939"
8,Augusta County Public Schools,5.10E+11,720,Wilson Memorial High,9,12,Local Education Agency,Public school - Regular,High,4X4,Dr. Douglas W. Shifflett Jr.,189 Hornet Rd,Fishersville,VA,22939,540-886-4286,Membership,"Wilson Memorial High, 189 Hornet Rd, Fishersville, VA, 22939"
8,Augusta County Public Schools,5.10E+11,844,Wilson Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 period,Mr. Donald D. Curtis ,232 Hornet Road,Fishersville,VA,22939,540-245-5185,Membership,"Wilson Middle, 232 Hornet Road, Fishersville, VA, 22939"
