Address,Website,District Number,District Name,School Number,School Name,Total Points 2013,Scale,Did this School Benefit from the One-Letter-Grade-Drop Protection?,Marker_Type,Preliminary Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Charter,School Type,Free or Reduced-Price Lunch Rate,Minority Rate,Region,Title I,Alt/ESE Code
"CENTENNIAL MIDDLE SCHOOL 14303 CITRUS POINTE DR, TAMPA, FL, 33625-3124",                                                                                                    ,51,PASCO,74,CENTENNIAL MIDDLE SCHOOL,513,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,N,,,,NO,4,41,92,5,NO,N
"WOODLAND ELEMENTARY SCHOOL 15255 SW JACKSON AVE, INDIANTOWN, FL, 34956-3355",www.sbmc.org/vace/adult-programs.php                                                                ,51,PASCO,132,WOODLAND ELEMENTARY SCHOOL,435,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,4,41,83,5,NO,N
"RICHEY ELEMENTARY SCHOOL 16213 NW US HIGHWAY 441, ALACHUA, FL, 32615-6399",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,271,RICHEY ELEMENTARY SCHOOL,476,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,A,C,NO,4,78,92,5,YES,N
"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL 1721 N MACDILL AVE, TAMPA, FL, 33607-3221",                                                                                                    ,51,PASCO,60,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",409,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,NO,1,32,32,4,NO,N
"DAYSPRING ACADEMY 17631 NW 20TH AVE, OPA LOCKA, FL, 33056-4709",http://parkviewelem.dadeschools.net                                                                 ,51,PASCO,4301,DAYSPRING ACADEMY,645,900,NA,small_green,A,A,B,D,C,C,F,C,C,F,N,,,,,YES,1,90,98,5,YES,N
"PINE VIEW ELEMENTARY SCHOOL 1809 CELEBRATION BLVD, CELEBRATION, FL, 34747-4980",www.osceola.k12.fl.us                                                                               ,51,PASCO,902,PINE VIEW ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,NO,4,27,76,5,NO,N
"OAKSTEAD ELEMENTARY SCHOOL 1817 E UNIVERSITY AVE, GAINESVILLE, FL, 32641-2629",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,82,OAKSTEAD ELEMENTARY SCHOOL,554,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,N,,,,,NO,4,54,95,5,NO,N
"ZEPHYRHILLS HIGH SCHOOL 1900 MICHIGAN AVE, PANAMA CITY, FL, 32405-1532",                                                                                                    ,51,PASCO,131,ZEPHYRHILLS HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,B,,,,,,YES,4,16,43,5,NO,N
"PASCO HIGH SCHOOL 1912 NW 5TH AVE, GAINESVILLE, FL, 32603-1517",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,31,PASCO HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,2,39,37,4,NO,N
"RODNEY B. COX ELEMENTARY SCHOOL 2106 NE 8TH AVE, GAINESVILLE, FL, 32641-4735",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,21,RODNEY B. COX ELEMENTARY SCHOOL,458,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,NO,1,28,28,4,NO,N
"TRINITY ELEMENTARY SCHOOL 211 E JONATHAN ST, MACCLENNY, FL, 32063-2703",ftp://150.176.164.33/schools/BCMS/index.html                                                        ,51,PASCO,32,TRINITY ELEMENTARY SCHOOL,634,800,NA,small_green,A,A,A,B,A,A,A,A,A,A,A,A,A,A,C,NO,1,40,39,4,NO,N
"LAND O' LAKES HIGH SCHOOL 2121 NW 5TH ST, MIAMI, FL, 33125-3454",http://citrusgrovee.dadeschools.net/                                                                ,51,PASCO,801,LAND O' LAKES HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,B,C,NO,4,52,87,5,NO,N
"CONNERTON ELEMENTARY SCHOOL 21403 SE 69TH AVE, HAWTHORNE, FL, 32640-3944",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,201,CONNERTON ELEMENTARY SCHOOL,525,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,C,NO,1,78,97,5,YES,N
"DENHAM OAKS ELEMENTARY SCHOOL 2586 COUNTY ROAD 731, LABELLE, FL, 33935-7764",                                                                                                    ,51,PASCO,59,DENHAM OAKS ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,2,37,37,4,NO,N
"FOX HOLLOW ELEMENTARY SCHOOL 2750 MOODY AVE, ORANGE PARK, FL, 32073-5905",http://www.clay.k12.fl.us/ljh/                                                                      ,51,PASCO,351,FOX HOLLOW ELEMENTARY SCHOOL,406,800,NA,small_green,A,B,A,A,A,A,B,A,A,C,A,B,C,C,C,NO,1,90,98,5,YES,N
"GULF HIGH SCHOOL 2826 NW 31ST AVE, GAINESVILLE, FL, 32605-2241",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,331,GULF HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,N,,,NO,1,56,96,5,NO,N
"ODESSA ELEMENTARY SCHOOL 2900 W OAK RIDGE RD, ORLANDO, FL, 32809-3701",                                                                                                    ,51,PASCO,117,ODESSA ELEMENTARY SCHOOL,579,800,NA,small_green,A,A,A,B,B,B,A,A,A,A,C,A,B,A,C,NO,1,47,67,5,NO,N
"PAUL R. SMITH MIDDLE SCHOOL 2940 COLUMBIA BLVD, TITUSVILLE, FL, 32780-7801",                                                                                                    ,51,PASCO,89,PAUL R. SMITH MIDDLE SCHOOL,540,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,NO,4,41,59,5,NO,N
"IMAGINE SCHOOL AT LAND O' LAKES 2940 SUNLAKE BLVD, LAND O LAKES, FL, 34638-0001",WWW.IMAGINESCHOOLSPASCO.COM                                                                         ,51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,592,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,B,C,NO,4,58,94,5,NO,N
"SEVEN SPRINGS ELEMENTARY SCHOOL 3000 E UNIVERSITY AVE, GAINESVILLE, FL, 32641-6033",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,411,SEVEN SPRINGS ELEMENTARY SCHOOL,463,800,NA,small_green,A,A,A,,,,,,,,,,,,,YES,1,15,87,5,NO,N
"SUNRAY ELEMENTARY SCHOOL 3000 JOLLY ST, TITUSVILLE, FL, 32780-4926",                                                                                                    ,51,PASCO,72,SUNRAY ELEMENTARY SCHOOL,437,800,NA,small_green,A,A,A,A,,,,,,,,,,,,NO,1,69,23,2,YES,N
"COTEE RIVER ELEMENTARY SCHOOL 301 NW 62ND ST, GAINESVILLE, FL, 32607-2003",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,311,COTEE RIVER ELEMENTARY SCHOOL,444,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,B,C,C,D,NO,1,82,98,5,YES,N
"SAND PINE ELEMENTARY SCHOOL 301 PIONEER AVE NE, PALM BAY, FL, 32907-2484",http://www.portmalabar.es.brevard.k12.fl.us                                                         ,51,PASCO,2061,SAND PINE ELEMENTARY SCHOOL,586,800,NA,small_green,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,NO,1,93,99,5,YES,N
"GULF HIGHLANDS ELEMENTARY SCHOOL 312 NW 16TH AVE, GAINESVILLE, FL, 32601-4205",http://www.sbac.edu/~lanier/                                                                        ,51,PASCO,83,GULF HIGHLANDS ELEMENTARY SCHOOL,395,800,YES,small_green,A,A,A,A,A,,,,,,,,,,,NO,4,41,58,5,NO,N
"ATHENIAN ACADEMY OF PASCO COUNTY 3215 NUNDY RD, TAMPA, FL, 33618-2511",                                                                                                    ,51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,410,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,NO,1,20,64,5,NO,N
"CYPRESS ELEMENTARY SCHOOL 3333 NE 39TH AVE, GAINESVILLE, FL, 32609-2639",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,701,CYPRESS ELEMENTARY SCHOOL,496,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,NO,1,77,94,5,YES,N
"VETERANS ELEMENTARY SCHOOL 3400 NW 135TH STREET, OPA-LOCKA, FL, 33054-4708",                                                                                                    ,51,PASCO,110,VETERANS ELEMENTARY SCHOOL,644,800,NA,small_green,A,A,A,A,B,A,A,A,,,,,,,,YES,1,49,95,5,NO,N
"PINE VIEW MIDDLE SCHOOL 3471 SW 22ND ST, FORT LAUDERDALE, FL, 33312-4315",                                                                                                    ,51,PASCO,921,PINE VIEW MIDDLE SCHOOL,619,900,NA,small_green,A,A,,,,,,,,,,,,,,YES,2,46,94,5,NO,N
"SCHRADER ELEMENTARY SCHOOL 3500 NE 15TH ST, GAINESVILLE, FL, 32609-2430",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,341,SCHRADER ELEMENTARY SCHOOL,469,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,4,73,96,5,YES,N
"BAYONET POINT MIDDLE SCHOOL 3501 NE 12 ST, GAINESVILLE, FL, 32609-2424",http://www.sbac.edu/                                                                                ,51,PASCO,342,BAYONET POINT MIDDLE SCHOOL,510,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,NO,1,88,98,5,YES,N
"WIREGRASS RANCH HIGH SCHOOL 3535 OLD KINGS RD N, PALM COAST, FL, 32137-9250",www.flaglerschools.com                                                                              ,51,PASCO,90,WIREGRASS RANCH HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,NO,1,74,98,5,YES,N
"CALUSA ELEMENTARY SCHOOL 3651 PLEASANT HILL RD, KISSIMMEE, FL, 34746-2935",www.osceola.k12.fl.us                                                                               ,51,PASCO,932,CALUSA ELEMENTARY SCHOOL,435,800,NA,small_green,A,A,A,A,A,B,A,A,A,A,A,A,A,B,C,NO,1,58,81,5,NO,N
"GULF MIDDLE SCHOOL 400 SW 258TH ST, NEWBERRY, FL, 32669-4112",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,261,GULF MIDDLE SCHOOL,475,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,A,B,NO,1,37,63,5,NO,N
"PASCO MIDDLE SCHOOL 4401 SE 4TH AVE, GAINESVILLE, FL, 32641-7612",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,71,PASCO MIDDLE SCHOOL,468,900,NA,small_green,A,A,A,A,A,A,A,B,B,A,A,B,N,,,NO,1,56,30,2,NO,N
"SHADY HILLS ELEMENTARY SCHOOL 456 E 11TH ST, PANAMA CITY, FL, 32401-3487",                                                                                                    ,51,PASCO,601,SHADY HILLS ELEMENTARY SCHOOL,459,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,B,A,B,B,C,NO,1,53,87,5,NO,N
"LACOOCHEE ELEMENTARY SCHOOL 4601 SW 20TH TER, GAINESVILLE, FL, 32608-3919",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,424,800,NA,small_green,A,A,A,A,A,B,A,A,A,A,A,A,C,C,C,NO,1,83,95,5,YES,N
"NORTHWEST ELEMENTARY SCHOOL 4601 SW 75TH ST, GAINESVILLE, FL, 32608-4204",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,501,NORTHWEST ELEMENTARY SCHOOL,487,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,C,D,NO,1,79,97,5,YES,N
"NEW RIVER ELEMENTARY SCHOOL 523 W MINNESOTA AVE, MACCLENNY, FL, 32063-2621",                                                                                                    ,51,PASCO,92,NEW RIVER ELEMENTARY SCHOOL,435,800,YES,small_green,A,A,A,A,A,A,B,,,,,,,,,YES,1,31,95,5,NO,N
"FIVAY HIGH SCHOOL 575 SW 28TH ST, OKEECHOBEE, FL, 34974-5909",                                                                                                    ,51,PASCO,114,FIVAY HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,C,C,A,C,C,C,C,C,D,D,D,D,F,NO,1,97,98,5,YES,N
"COUNTRYSIDE MONTESSORI ACADEMY 5852 EHREN CUTOFF, LAND O LAKES, FL, 34639-3428",WWW.PASCO.K12.FL.US                                                                                 ,51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,580,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,NO,1,28,60,5,NO,N
"PASCO ESCHOOL-VIRTUAL FRANCHISE 620 E UNIVERSITY AVE, GAINESVILLE, FL, 32601-5448",                                                                                                    ,51,PASCO,7004,PASCO ESCHOOL-VIRTUAL FRANCHISE,Pending,Pending,Pending,small_green,A,B,A,A,A,B,A,A,A,A,A,A,C,C,C,NO,1,78,96,5,YES,N
"MITTYE P. LOCKE ELEMENTARY SCHOOL 640 S HIGHWAY 22 A, PANAMA CITY, FL, 32404-6824",                                                                                                    ,51,PASCO,211,MITTYE P. LOCKE ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,,,,,,,,,,,,,YES,1,82,97,5,YES,N
"MOON LAKE ELEMENTARY SCHOOL 651 NW 42ND AVE, PLANTATION, FL, 33317-2154",                                                                                                    ,51,PASCO,941,MOON LAKE ELEMENTARY SCHOOL,395,800,YES,small_green,A,A,A,A,A,A,A,A,A,C,N,,,,,YES,1,86,98,5,YES,N
"SEVEN OAKS ELEMENTARY SCHOOL 6900 ALTAMA RD, JACKSONVILLE, FL, 32216-9104",http://www.duvalschools.org/holidayhill                                                             ,51,PASCO,2091,SEVEN OAKS ELEMENTARY SCHOOL,556,800,NA,small_green,A,B,A,A,B,A,B,A,B,A,C,C,D,C,D,NO,1,73,87,5,YES,N
"GULFSIDE ELEMENTARY SCHOOL 701 SE 6TH AVE, DEERFIELD BEACH, FL, 33441-4841",                                                                                                    ,51,PASCO,911,GULFSIDE ELEMENTARY SCHOOL,428,800,NA,small_green,A,,A,A,A,A,A,A,A,A,A,B,A,A,C,NO,1,54,86,5,NO,N
"LAKE MYRTLE ELEMENTARY SCHOOL 708 NW OKEHUMPKEE, MICANOPY, FL, 32667-0109",http://micanopymiddle.com/                                                                          ,51,PASCO,961,LAKE MYRTLE ELEMENTARY SCHOOL,531,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,1,79,95,5,YES,N
"HUDSON HIGH SCHOOL 7400 PATRONIS DR, PANAMA CITY BEACH, FL, 32408-5740",                                                                                                    ,51,PASCO,521,HUDSON HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,68,94,5,NO,N
"CHARLES S. RUSHE MIDDLE SCHOOL 7700 NW 98TH ST, HIALEAH GARDENS, FL, 33016-2403",http://materacademy.dadeschools.net                                                                 ,51,PASCO,100,CHARLES S. RUSHE MIDDLE SCHOOL,574,900,NA,small_green,A,A,A,A,A,A,A,,,,,,,,,YES,1,59,96,5,NO,N
"DR. JOHN LONG MIDDLE SCHOOL 800 LANE AVE, TITUSVILLE, FL, 32780-3906",                                                                                                    ,51,PASCO,86,DR. JOHN LONG MIDDLE SCHOOL,654,900,NA,small_green,A,A,A,A,A,,,,,,,,,,,NO,4,48,70,5,NO,N
"ANCLOTE ELEMENTARY SCHOOL 801 NE 25TH ST, POMPANO BEACH, FL, 33064-6443",                                                                                                    ,51,PASCO,901,ANCLOTE ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,NO,4,7,80,5,NO,N
"HUDSON MIDDLE SCHOOL 802 NW SEMINARY AVE, MICANOPY, FL, 32667-8500",                                                                                                    ,51,PASCO,951,HUDSON MIDDLE SCHOOL,502,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,NO,4,52,94,5,NO,N
"WEST ZEPHYRHILLS ELEMENTARY SCHOOL 812 NW 34TH ST, GAINESVILLE, FL, 32605-5027",http://www.sbac.edu/pages/ACPS                                                                      ,51,PASCO,91,WEST ZEPHYRHILLS ELEMENTARY SCHOOL,437,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,NO,1,80,96,5,YES,N
"RIDGEWOOD HIGH SCHOOL 851 NW 68TH AVE, PLANTATION, FL, 33317-1239",                                                                                                    ,51,PASCO,931,RIDGEWOOD HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,,,,,,YES,1,35,93,5,NO,N
"CREWS LAKE MIDDLE SCHOOL 9020 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3293",www.bartels.mysdhc.org                                                                              ,51,PASCO,103,CREWS LAKE MIDDLE SCHOOL,491,900,NA,small_green,A,A,A,A,A,A,A,A,A,,,,,,,YES,1,46,86,5,NO,N
"CHASCO MIDDLE SCHOOL 9190 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3291",                                                                                                    ,51,PASCO,69,CHASCO MIDDLE SCHOOL,490,900,YES,small_green,A,A,A,B,A,B,,,,,,,,,,NO,1,33,33,4,NO,N
"HUDSON ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,51,PASCO,301,HUDSON ELEMENTARY SCHOOL,402,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,4,55,88,5,NO,N
"RAYMOND B. STEWART MIDDLE SCHOOL 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,51,PASCO,102,RAYMOND B. STEWART MIDDLE SCHOOL,462,900,NA,small_green,A,A,,,,,,,,,,,,,,YES,1,65,98,5,NO,N
"PERKINS ELEMENTARY SCHOOL , , FL",                                                                                                    ,52,PINELLAS,1471,PERKINS ELEMENTARY SCHOOL,605,800,NA,small_green,A,A,A,A,A,,,,,,,,,,,NO,2,77,96,5,YES,N
"PINELLAS CENTRAL ELEMENTARY SCHOOL , BROWARD COUNTY, FL, 00000-0000",                                                                                                    ,52,PINELLAS,3361,PINELLAS CENTRAL ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,,,,,,,,,,,,,,YES,4,15,43,2,NO,N
"PINELLAS PARK MIDDLE SCHOOL , BROWARD COUNTY, FL, 00000-0000",                                                                                                    ,52,PINELLAS,3411,PINELLAS PARK MIDDLE SCHOOL,462,900,NA,small_green,A,A,A,A,A,A,A,A,A,,,,,,D,NO,1,14,45,2,NO,N
"SEMINOLE HIGH SCHOOL , FORT LAUDERDALE, FL, 33317-0000",                                                                                                    ,52,PINELLAS,3921,SEMINOLE HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,C,NO,1,26,37,2,NO,N
"LEALMAN AVENUE ELEMENTARY SCHOOL , FT. LAUDERDALE, FL, 33316-2676",                                                                                                    ,52,PINELLAS,2141,LEALMAN AVENUE ELEMENTARY SCHOOL,395,800,YES,small_green,A,A,A,B,A,A,D,B,,,,,,,,YES,3,72,97,5,YES,N
"LAKEVIEW FUNDAMENTAL ELEMENTARY , MIAMI, FL, 33142-3624",                                                                                                    ,52,PINELLAS,1961,LAKEVIEW FUNDAMENTAL ELEMENTARY,605,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,NO,2,49,73,5,NO,N
"DUNEDIN HIGH SCHOOL 1 CHALLENGER DR, ROCKLEDGE, FL, 32955-2107",http://www.mcnair.ms.brevard.k12.fl.us                                                              ,52,PINELLAS,1081,DUNEDIN HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,,,,,,,,YES,2,53,85,5,NO,N
"SKYCREST ELEMENTARY SCHOOL 1 SKYLINE BLVD, MERRITT ISLAND, FL, 32953-3021",http://www.carroll.brevard.k12.fl.us                                                                ,52,PINELLAS,4121,SKYCREST ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,N,,,NO,2,31,50,2,NO,N
"PONCE DE LEON ELEMENTARY SCHOOL 100 INDIAN TRCE, WESTON, FL, 33326-4516",                                                                                                    ,52,PINELLAS,3461,PONCE DE LEON ELEMENTARY SCHOOL,400,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,2,25,56,2,NO,N
"ANONA ELEMENTARY SCHOOL 1000 W WELDON ST, STARKE, FL, 32091-1444",www.mybradford.us/starke                                                                            ,52,PINELLAS,51,ANONA ELEMENTARY SCHOOL,524,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,B,A,C,C,NO,1,88,97,5,YES,N
"LAKEWOOD ELEMENTARY SCHOOL 101 PIRATE LN, MELBOURNE, FL, 32901-8629",http://www.palmbay.hs.brevard.k12.fl.us                                                             ,52,PINELLAS,2021,LAKEWOOD ELEMENTARY SCHOOL,395,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,NO,2,53,83,5,NO,N
"OAK GROVE MIDDLE SCHOOL 10300 JOHNSON ST, PEMBROKE PINES, FL, 33026-3995",                                                                                                    ,52,PINELLAS,2861,OAK GROVE MIDDLE SCHOOL,573,900,NA,small_green,A,A,A,A,A,A,A,B,B,C,B,C,C,C,C,NO,2,48,70,2,NO,N
"PLATO ACEDEMY SOUTH K-8 CHARTER SCHOOL 1050 NW 195TH ST, MIAMI, FL, 33169-3040",http://mnorland.dadeschools.net/                                                                    ,52,PINELLAS,7381,PLATO ACEDEMY SOUTH K-8 CHARTER SCHOOL,695,800,NA,small_green,A,A,A,A,A,A,A,,,,,,,,,NO,1,23,43,4,NO,N
"FOREST LAKES ELEMENTARY SCHOOL 10501 SW 122ND AVE, MIAMI, FL, 33186-3835",http://devonaire.dadeschools.net                                                                    ,52,PINELLAS,1331,FOREST LAKES ELEMENTARY SCHOOL,512,800,NA,small_green,A,A,B,A,A,B,C,,,,,,,,,YES,2,74,95,5,YES,N
"BROOKER CREEK ELEMENTARY SCHOOL 1065 COUNTY ROAD 858, NAPLES, FL, 34120-4427",                                                                                                    ,52,PINELLAS,441,BROOKER CREEK ELEMENTARY SCHOOL,569,800,NA,small_green,A,A,A,,,A,A,A,A,A,A,A,C,A,D,NO,1,70,88,5,NO,N
"ST. PETERSBURG HIGH SCHOOL 10700 TRAILS END, PARKLAND, FL, 33076-4400",                                                                                                    ,52,PINELLAS,3781,ST. PETERSBURG HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,B,A,B,A,B,A,B,B,NO,1,53,61,2,NO,N
"SEMINOLE ELEMENTARY SCHOOL 10701 MIRAMAR BLVD, MIRAMAR, FL, 33025-6549",                                                                                                    ,52,PINELLAS,3911,SEMINOLE ELEMENTARY SCHOOL,482,800,NA,small_green,A,B,A,A,B,A,A,A,C,B,B,C,C,C,C,NO,1,59,46,2,NO,N
"TARPON SPRINGS HIGH SCHOOL 1080 LABARON DR, MIAMI SPRINGS, FL, 33166-6064",                                                                                                    ,52,PINELLAS,4521,TARPON SPRINGS HIGH SCHOOL,Pending,Pending,Pending,small_green,A,C,B,C,C,C,A,C,C,B,A,C,C,A,C,NO,1,77,56,1,YES,N
"PLATO SEMINOLE 10888 126TH AVE, LARGO, FL, 33778-2710",http://www.platoacademy.net/web/guest/seminole                                                      ,52,PINELLAS,7481,PLATO SEMINOLE,568,800,NA,small_green,A,A,A,A,A,A,,,,,,,,,,NO,1,18,29,4,NO,N
"PALM HARBOR MIDDLE SCHOOL 10905 SE LAKE BLVD, COOPER CITY, FL, 33026-4754",                                                                                                    ,52,PINELLAS,3191,PALM HARBOR MIDDLE SCHOOL,585,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,NO,1,26,38,2,NO,N
"SANDY LANE ELEMENTARY SCHOOL 11000 HOLMBERG RD, CORAL SPRINGS, FL, 33076-1666",                                                                                                    ,52,PINELLAS,3871,SANDY LANE ELEMENTARY SCHOOL,395,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,1,45,35,2,NO,N
"SEVENTY-FOURTH ST. ELEMENTARY 11010 NOB HILL RD, PARKLAND, FL, 33076-4809",                                                                                                    ,52,PINELLAS,3961,SEVENTY-FOURTH ST. ELEMENTARY,437,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,NO,1,40,40,2,NO,N
"CLEARWATER FUNDAMENTAL MIDDLE SCHOOL 1104 BALBOA AVE, PANAMA CITY, FL, 32401-2017",www.nbhca.ws                                                                                        ,52,PINELLAS,731,CLEARWATER FUNDAMENTAL MIDDLE SCHOOL,712,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,1,88,98,5,YES,N
"COUNTRYSIDE HIGH SCHOOL 1104 BALBOA AVE, PANAMA CITY, FL, 32401-2017",www.nbhca.ws                                                                                        ,52,PINELLAS,751,COUNTRYSIDE HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,NO,1,74,95,5,NO,N
"GIBBS HIGH SCHOOL 1149 W 13TH ST, JACKSONVILLE, FL, 32209-5610",http://www.stantoncollegeprep.org/                                                                  ,52,PINELLAS,1531,GIBBS HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,A,B,NO,2,29,68,5,NO,N
"GARRISON-JONES ELEMENTARY SCHOOL 1150 W 59TH PL, HIALEAH, FL, 33012-2309",http://jgd.dadeschools.net                                                                          ,52,PINELLAS,1481,GARRISON-JONES ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,,,,,,,,,,,,,YES,2,18,83,5,NO,N
"ST. PETERSBURG COLLEGIATE HIGH SCHOOL 11700 HIALEAH GARDENS BLVD, HIALEAH GARDENS, FL, 33018-4279",http://hghs.dadeschools.net/                                                                        ,52,PINELLAS,7191,ST. PETERSBURG COLLEGIATE HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,,,,,,,NO,1,32,62,4,NO,N
"PALM HARBOR UNIVERSITY HIGH 1190 SW 2ND ST, MIAMI, FL, 33130-1059",http://riversideelementary.dadeschools.net                                                          ,52,PINELLAS,4681,PALM HARBOR UNIVERSITY HIGH,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,B,A,A,A,B,B,B,NO,2,56,36,2,NO,N
"MELROSE ELEMENTARY SCHOOL 11990 NW 92ND AVE, HIALEAH GARDENS, FL, 33018-4111",http://whg.dadeschools.net/                                                                         ,52,PINELLAS,2371,MELROSE ELEMENTARY SCHOOL,330,800,NA,small_green,A,A,,,,,,,,,,,,,,NO,3,69,87,5,NO,N
"SEMINOLE MIDDLE SCHOOL 120 SW 4TH AVE, HALLANDALE BEACH, FL, 33009-5431",                                                                                                    ,52,PINELLAS,3931,SEMINOLE MIDDLE SCHOOL,580,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,B,A,B,C,C,NO,1,29,32,2,NO,N
